;dXeYYT;Lucina Melmar;3578 Evergreen Lane;42;-2
47159012L;fk5CfKh2wXJE;Paige Cockren;3647 Macpherson Street;37;2
47176248E;5UkKab9D8FOP;Rustie Di Napoli;3796 Melrose Way;39;-3
47180718V;P2JHPit1ycLq;Gertrud Alenshev;9387 Larry Court;37;-1
47192251Y;MXV2OF;Sal Tolliday;040 Monterey Hill;36;-5
47202720I;Y4wrNJkY;Gwenette Jerdon;78634 Hagan Avenue;39;-4
47212943I;rS22cErFMZI;Baily Tinmouth;0 Kenwood Place;38;-7
47216086Y;elcCtyCXxqi;Annice Winchurst;2 Portage Alley;38;2
47223525R;r8ZCQYgXp;Vilhelmina Mutch;6 Express Drive;41;2
47251293X;l2jJdV7O3NZ;Eolande Toler;62 Delaware Street;36;-8
47269629F;M6BPWHddgGu;Cymbre Sully;3 Corry Street;37;-6
47272034Q;KM3pBujG8eZm;Ferdinanda Andras;5 Iowa Avenue;38;-6
47278579F;m7paKD1;Michaella Thackray;3621 Ohio Street;37;3
47281640T;B9rTB5;Magda Snoden;1452 Clove Street;39;-0
47301329H;32MRMZz7P;Emlyn McEnteggart;71049 Sauthoff Crossing;39;2
47306681K;MYN1wzhG;Gail Emeney;587 Hagan Pass;39;-8
47315020J;QT8DvnQaIIT;Cyndia Studdard;401 Elgar Lane;37;-7
47333746U;CmO2Fnzoyux;Asia Queyeiro;6 Lawn Street;37;-6
47349126T;XC3OiESNR1VC;Godfree Fairholm;25265 Boyd Way;36;-1
47357001K;xdOp0ma0ICr;Evelyn Tivers;1203 Dapin Alley;43;1
47364464L;8DBWqUstjo;Cristobal Pawle;08896 Chinook Pass;40;-4
47371661Q;R9UkHHF4;Daren Gowlett;778 Forest Center;38;2
47373219I;LQFjkxrjMSRk;Merv Grisenthwaite;0 Fallview Place;37;-2
47375101U;Nc2xcBSQv;Angie Cattini;1531 Carey Court;40;0
47401925F;8cRX7Cfku;Leodora Coupman;37378 Surrey Drive;36;-3
47403565B;ro5DUAf;Myca Fairbridge;99902 Red Cloud Park;41;-3
47404778I;LcDzKpYQy;Isabella Springett;8347 Ridge Oak Hill;37;-1
47406310Y;HVLB9UMsPia;Bard Demann;16066 Messerschmidt Court;40;-5
47410277Z;PVTgxn5;Pearle Pierton;633 Hollow Ridge Pass;40;-0
47415097V;zre4Nmc18AKu;Laurice Huguenet;428 Sutherland Alley;39;-7
47416847P;aOZFroam;Vitia Brogini;9 Moose Court;38;0
47423217O;BhVyDNHpJb;Fanchon Kinnear;44 Dexter Road;42;0
47442383W;guifjxCv;Derek Nayshe;308 Sycamore Court;39;2
47449052B;VFDpeFU;Aliza Bride;2 Esch Circle;39;1
47450259U;8wKgBDoK;Jermain Armsby;8 Rowland Road;38;-3
47452183X;d3NupGZ5hy;Michaeline Corteis;006 Pleasure Alley;37;2
47455280M;9LzzC1naCQL;Sher De Blase;1199 Beilfuss Drive;36;2
47460148G;IfJT6cvyY;Fey Fake;68118 Mayer Crossing;40;1
47470709D;JDMSZa3RX2gl;Amalia Bittlestone;2 Roth Parkway;42;-2
47472494X;hgLDen;Aggie Treadway;7 Talmadge Alley;41;-7
47480721D;QtexAG;Carlene Habbert;95071 Meadow Vale Circle;36;2
47482026G;Pjhy432p;Aksel Kordt;450 Milwaukee Circle;42;-1
47488906A;VQo4gN;Goran Oxshott;6 Mariners Cove Circle;39;-2
47499688K;EtjjxTilAkzp;Dru Stainland;61491 Almo Place;39;1
47501493K;3EyJqJdLljt;Bailey Barrie;934 Hallows Parkway;42;1
47507964M;FBFtmiswISYx;Abra Beeston;0406 North Terrace;41;-6
47508516L;UqlWSl2eK9;Dominica Pearmine;81621 Cottonwood Junction;41;-3
47521858J;8AWaNW;Hercule Anster;7201 Hayes Drive;42;-3
47530500A;asuqCw97;Karoly Duiguid;3854 Pepper Wood Center;36;-2
47559988K;SH2Txln2FPrI;Der De Leek;0936 Buell Junction;36;-0
47569588Y;7lhVi3TD3G;Marybelle Coverdale;9637 Mosinee Road;36;3
47570880E;mV6Lcvo;Winnie Dymott;73 Sutteridge Point;39;-0
47580807J;6AIHryW;Norrie Cottingham;7258 Boyd Point;38;-3
47586271F;e4mKE6nER;Olivette Kemmer;58332 Farragut Street;41;0
47588866F;zjBxNbPUszj;Crista Dashkovich;13 Arrowood Hill;42;-5
47592544V;nubKk4Hu;Ania Hardiker;759 Carberry Hill;42;2
47596946I;uQnYRZE;Emogene Toffts;8679 Sommers Pass;41;0
47614132O;4XdT1j9xu;Estelle Sweatman;069 Loeprich Parkway;37;-4
47615566L;JuJg7R2XM;Hadley Davidovsky;261 Sugar Crossing;43;-5
47616826R;UmB3n9WD;Nial Partleton;299 Loeprich Trail;42;-4
47637893N;GSZaySawjQO;Britta Bestwall;880 Saint Paul Avenue;40;-2
47646596M;hi1QLHMIgW;Paige Reightley;12301 Beilfuss Avenue;38;-4
47649071D;mOcRha;Reena Crowthe;13 Claremont Circle;35;-6
47657321G;XgdVkbS;Dolores McKinnon;214 Duke Way;38;3
47669031R;goOoUaT;Russell Yakolev;4035 Florence Point;37;-3
47675484O;12LI6r9Q0;Danita Battye;7 Morningstar Park;36;-3
47678083G;MJBxaAo;Maria Leighton;39 Ridgeway Way;43;0
47705041G;Z2QefiGMn;Cassandry Abramchik;278 David Park;39;-9
47705210L;5x851pcO;Tull Sommersett;66165 Chinook Park;42;-0
47729628V;ioDgOW;Simmonds Matiebe;114 Kings Parkway;39;-3
47731078V;mbcCUYjsUC;Meredeth Carlett;3698 American Center;41;2
47732604Q;LQ3QrtEJkZ;North Seabrocke;30 Sherman Park;42;-7
47738044G;ULW2lfK2gLw;Brandie Dicken;45251 Novick Lane;36;0
47742432M;nWdumj;Morganica Rapper;198 Kinsman Way;36;2
47753049G;GyfBvQ5x;Hoebart Derell;7702 Cambridge Road;36;1
47755200J;vDZdSrzCwCB;Korella Chamberlin;90 Bartillon Plaza;41;-1
47756405V;C9SN6N2TrF4;Elissa Forsard;285 Oriole Alley;37;3
47761063T;oLHDpFA4z93P;Zak Menary;5922 Jenifer Trail;40;-1
47775220Z;Ge4fCbJBSTpb;Meggie Lopez;4951 Tennyson Plaza;36;-2
47782329K;Od7vLT6;Emeline Lummis;1 Grayhawk Road;40;-3
47793753Z;VtW7LX;Doreen Ledgister;9056 Springs Terrace;38;2
47815354Q;iYARSt3gs;Ebony Hains;02 School Circle;43;2
47816131F;0bbYXdtr3o;Jake Crowdson;1 Ridgeview Circle;35;-6
47822627H;S5xbH4Y;Ketty Bubeer;88881 Westerfield Avenue;38;-3
47836097M;Y3mg65S8;Abram Guppy;22 Prairie Rose Crossing;40;-0
47847913H;rZeOvjh;Orion Levet;70 Sullivan Avenue;42;0
47849961X;c10UcI9Sgw;Diane-marie Pickburn;508 Linden Parkway;42;2
47856725O;ZQLgnGMQG;Valerie Trustrie;0817 Rieder Court;39;0
47890928A;8cmI9xZMen;Ingeberg Symons;1 Melrose Road;40;0
47920140V;Y5UbYm;Ilysa Logsdail;2799 Bunting Circle;41;-6
47922502P;W3PeE5PU;Kara-lynn Swaffer;67207 Bay Crossing;43;-7
47942284M;aoMQhJQhoU;Klara Jurges;04443 Emmet Junction;41;-7
47953677K;2vs6Na;Raf Straniero;36348 Buell Drive;42;-0
47956454H;W1dDyN;Calypso Stocks;71 Grim Park;40;3
47970543Z;gCVCLFa3;Hollis Caswill;4639 Lawn Terrace;36;-6
47985370W;cESiwu;Kessia Allain;62089 Del Mar Park;35;3
47993738N;XLOnrJvPf;Trudy Matanin;105 Hooker Circle;36;-4
47994231U;oDFHZhDin0Zt;Waiter MacQueen;6594 Banding Hill;40;-9
47996398U;bkJeq6c9VT;Josephina Berwick;82 Rusk Plaza;40;-1
47997631J;keUCOkh;Denys Stamp;293 Schurz Pass;38;-5
47999854I;Ac1yGYWw5m;Debera Carlson;3636 Anthes Road;37;-8
48017554Q;m7wzt1A;Monica Seniour;99 Melby Lane;39;-6
48019626U;vNkZ5sJFkOV8;Obie Gieraths;1659 Goodland Park;41;-7
48035026Y;QuF3NaSrozS;Munmro Cardno;617 Stang Junction;43;-2
48048944R;fkk51Uh;Meris Mattosoff;1243 Southridge Park;41;-1
48049756X;SCuzdp;Syman Trahearn;8695 Northwestern Street;37;1
48058677B;yLG0iE;Christabel Breakspear;58 Blaine Hill;37;-7
48068564I;nCeXMrKiIPg;Max Oliffe;121 Tennyson Place;42;-4
48099872A;9kbCLmExS;Stirling Broadway;00 Grasskamp Alley;41;-4
48123887U;Kntlb1i1jP;Hephzibah Alflatt;5039 Springs Court;37;-2
48124787H;HXkbcz7Moluf;Marvin Lorenzo;33 Jackson Street;39;0
48125195E;M2MqQfxYQsQZ;Emmye Grangier;490 Granby Way;42;-8
48137746R;tVpQETaVC;Moises Campkin;93348 Everett Drive;40;-4
48147617F;fm90kOBcSg;Beck Whyke;0649 Kings Crossing;35;-1
48181329C;xoSJFu;Hunter Parsand;3832 Derek Lane;36;-4
48194513X;06bcZpHMWlm;Ruthanne Meah;6519 Calypso Junction;41;-1
48227914P;yxcfmGHLj;Esteban Mees;6 Weeping Birch Crossing;39;-3
48235513P;jFsVIn2z;Rick Lockner;4162 Schurz Hill;39;2
48241928A;LPCyARDFM1;Abie Bockman;850 Carpenter Junction;39;-6
48266039M;nvXXtX;Zondra Dulany;644 Elka Junction;38;-8
48280485L;MlR12BYE5;Brendon Zuann;65 Anthes Road;37;0
48285278T;DWEUedR1k;Veradis Blackmore;97919 Del Mar Avenue;40;-5
48292911C;QulKLXtVjhp4;Ilsa Beveridge;98 Iowa Court;40;-5
48301730A;8E54qWp;Tabby Aveyard;95 Alpine Drive;43;-5
48306895H;F1GOLIKG;Janenna Bebis;45 Magdeline Terrace;40;-8
48318817T;reU7E4Vw;Alida Camacke;36 Sunbrook Junction;39;1
48365263D;ljKdPj0sIuPp;Cordelie Guisot;300 Continental Alley;40;2
48377346V;X5NkBGW6P7Q;Biddie Helling;5688 Sheridan Pass;38;-6
48401542K;dPA7wlvzwdRi;Joel Spawton;8 Monument Park;37;0
48405631Z;ucuCRgVWLOS;Phoebe Pillifant;2 Farwell Drive;38;0
48417772N;7RUVBn;Desiri Ivell;80 Vidon Lane;42;-4
48419749S;VcHUqFa;Lilias Greenlies;24 Elmside Hill;42;2
48446873R;8U0zBv8SD7;Nettie Firby;45 Spenser Place;36;-0
48451740O;VCDIkSn5;Colline Demkowicz;95 Vermont Avenue;37;-2
48451927X;2uKeDlg96;Augustin Birchner;817 Brickson Park Circle;38;-6
48471338E;TMdE7BqBhqVo;Clementine Bater;6405 Eagle Crest Road;36;-4
48474340N;QaqKdJe;Caspar Gales;0971 Fordem Lane;38;-8
48479703T;ym8DfoftuhA;Elisabetta Clemo;24 Hermina Park;43;-0
48483126K;ohjjTk;Rodrick MacGill;997 Shoshone Terrace;40;-4
48488982W;8YaF6LobH6G;Mirella Gunningham;1 Waywood Circle;41;-7
48495411I;71yWShwB5Z;Dorita Cullinan;91014 Esker Street;37;-1
48530627R;NdqhhPcCNv4;Cash Lesslie;80303 2nd Avenue;39;3
48536092A;fc3QymQ7iO;Lovell Needs;50 Shopko Place;40;-7
48555122L;LhugH8;Celestia Lodewick;89131 Northridge Court;40;-5
48575210R;1omnuunjDHzZ;Elizabet Doe;59 Emmet Pass;42;-5
48582824F;GKK5lFV1ZGJ9;Aurilia Postance;6 Longview Crossing;41;-5
48603648L;MnPP08g;Vasili Strotton;84 Truax Alley;38;-6
48604051Q;e0DodbrQVuzc;Andy Learman;179 Manley Street;39;-1
48614175M;USMMadM;Cathlene McGow;508 Briar Crest Park;40;-5
48627642G;KzBN3HWXY4n;Zeke Utley;97 Moose Terrace;39;-2
48637022F;MXPBHFQss5G;Deeann Blest;26 Utah Parkway;35;-4
48650315P;xItYBS7i;Kathleen Brendeke;22 Maryland Road;42;-5
48665324Y;sC8VctOhFH;Ewan Clogg;66225 Crest Line Way;42;-9
48671748I;YZ0Ussq;Romona Codi;9920 Sunbrook Point;41;-4
48699847U;cKhHmcaYoMi;Moe McGrady;6 Vermont Plaza;38;-0
48704535P;wiT6e2vf;Vasily Donaldson;622 Ridgeview Lane;37;-0
48707939E;BFeHgOmdc;Margette Kirkhouse;00 Waubesa Parkway;41;-0
48720228L;PhgeCj0;Augie Plaschke;1 Washington Hill;36;-0
48721128I;ufUy0KU6393;Jesselyn Quirk;32599 Di Loreto Terrace;40;1
48724089I;LnHugTDD;Phedra Blaw;119 Crowley Point;40;2
48732690P;dv7VYbJNr;Xenos Maruska;72 Banding Lane;40;-3
48747040Y;38bRjDbS;Saunderson Musselwhite;689 Kenwood Lane;42;0
48750376H;6yRL7zcrwBnh;Torrey Elverstone;22 David Plaza;38;0
48752251O;Q62cXDQ5RJ;Emiline Kleisle;581 Miller Lane;42;-9
48752282T;sNuJUdgvz;Anderson Pergens;78 Sunbrook Alley;43;-3
48766747W;Ryopl9;Boothe Minghella;420 Golf Park;37;-3
48769266P;wHJyVV;Inessa Terney;2 Haas Drive;40;-7
48773618G;A94iHnt;Inigo Kewley;6361 Lawn Alley;38;-2
48776964K;Gwa7WaLJer;Electra Brewin;589 Welch Park;36;-2
48786001H;9aLVd38xtyBp;Oliver Klass;71 Anniversary Junction;38;2
48788068H;3dGrimJRQ1f;Charin Arnholz;80380 Eggendart Lane;38;2
48798644R;nwkKCz;Veda Gilding;53 Division Street;36;-4
48801743R;0YyScf5sX;Derrick Wychard;17270 Carpenter Plaza;42;-4
48802387V;Gok62whT;Lynnell Conibere;766 Sutherland Way;39;-2
48809072M;YFDKn5YsL;Georges Damp;8 Fieldstone Junction;38;-6
48810500P;mm8bNOM;Brenden Filippyev;5628 1st Trail;40;-4
48812263E;Z3Bd6V;Berta Rive;0 Northland Crossing;37;-0
48814553J;fLadpMLc;Colly Story;7 Darwin Terrace;39;-3
48816130F;X1jFTx;Abner Legrave;1 Hoepker Point;38;-2
48844441L;pebvHWVvhY;Alleen Grane;9677 Maple Lane;36;-3
48848342Z;MnVy9clP;Lena Brisson;53 Fulton Avenue;41;-8
48895638E;udrFNi;Hunter Brevitt;0 Westport Avenue;42;-3
48910766Z;fmLfbfh5ceQ;Dulcy McFarlan;0 Wayridge Trail;39;-6
48911788Z;x2dEB9DRgG;Paten Gell;7 Colorado Center;40;2
48918385D;MddS9wT1yHy;Carlos Stonard;42 Sunbrook Point;38;-6
48921810Q;MVZ2Uf9bS1;Maryl Nash;10 Roth Pass;36;-7
48928434U;3wMntts;Cash Louis;25 Brown Avenue;37;-9
48939634K;cQCGWv;Teri Jeffs;3 Sycamore Court;40;-5
48944379R;Hxa1AXx;Otes Wickwarth;78 Kinsman Alley;38;-2
48962646S;Ge5kuD95iU;Cecile Alman;3 Sheridan Trail;42;-5
48966408F;tMoz2Tm;Cassaundra Ridehalgh;515 Badeau Terrace;38;-5
48985740Y;IkRmrHsDKax;Chris Mildner;3 Del Sol Road;37;-6
48994506E;qZMqmuzs;Ricoriki Dunseath;6473 Cambridge Court;41;1
49020430I;rF7FqWgfNPVh;Janaya Coldrick;96 Glendale Terrace;37;-7
49021333L;LbvKD2CAS;Tasia Sebley;291 Thompson Crossing;40;-8
49028570C;1CjdaI;Elsinore Haylor;47862 Glacier Hill Drive;35;0
49044913D;xWhGxg;Randie Pennycord;87768 Mcguire Parkway;37;-4
49048709V;uX6dScHG6;Yasmin Beaglehole;0182 5th Drive;42;-2
49048738V;ZIfT441Xlyd;Waylin Dallyn;06204 Monica Park;40;-1
49070928F;bUezRtuqd;Renard Merrgen;7 Pawling Street;41;-2
49072742F;bGwvEJTU7ZN;Thoma Sproston;265 Elgar Street;43;-3
49076271U;hN6ByWskc;Mareah Furneaux;2127 Harper Drive;38;2
49123202D;NSeixXKgF;Davidde Leele;312 Loeprich Terrace;40;0
49146500S;0BshVS5x;Auroora Prayer;23 Anthes Junction;36;1
49186041B;OvcidCVqUY;Lebbie Ferrario;993 Barby Court;41;2
49186308N;EcEhAaYBNIBn;Kira Iacomo;56 Hoffman Plaza;36;-0
49191553E;Ii9NIEJnI9U;Dore Persent;20 Rigney Park;36;-4
49205428C;oUQiiHT;Evonne Willetts;169 Golf Course Center;37;-7
49212732X;4vuQnvg6XXH;Jobey Benedidick;7765 Thierer Pass;36;2
49222649G;GvwzDCoP;Hedvige Meates;5 East Trail;42;-8
49238460O;1yEZ5MU003kn;Octavius Raise;513 Burrows Parkway;36;-3
49246148H;VArl1pmT2On;Lorry Rawe;46955 Forest Run Court;36;-5
49276523O;MvMtkA;Dav Kilgour;91079 Cascade Hill;41;-7
49276739R;F7UJsDyXlw;Nadeen Myhill;354 Johnson Way;40;-3
49277189F;HiM5Io4yil;Judd Topham;01 Corry Trail;37;-6
49287928Y;RwO6chr;Ariana Twidale;45 Fallview Lane;36;-3
49296595V;4BousgxGfGM;Shermy Crockley;064 Magdeline Avenue;42;-0
49299228B;26HRA09mpbcP;Devonne MacRierie;9 Burrows Avenue;38;-7
49333909N;OHZApdtY92O;Nelia Ellesworthe;2451 Dovetail Trail;41;-3
49347499T;NTwinxF;Carolyn Feast;380 Golf View Avenue;39;-7
49374033B;oWAwreTkf;Wyndham Sussams;73 Tony Terrace;41;-4
49402601L;rDowAQSHZtkz;Ulysses Simmance;3 Anhalt Road;41;0
49411469S;i3CocIIB6OKo;Iggie Dana;70 Village Green Center;36;-7
49413863S;aaPQdrGyQKd9;Wileen Brammall;19166 Fair Oaks Alley;42;-1
49449676V;favDiFjTJ;Janifer Hendrickson;38016 Jackson Place;41;-0
49452134B;LXidwSXRy3V;Tony Dreinan;1328 Dapin Pass;42;-6
49461617G;JRRjEZcGRfI;Caldwell Pawelski;8 Miller Point;39;-6
49478510N;TBhYPxk9b;Glenden Segge;26 Golf Alley;37;0
49496120X;o29iGvi7I;Aarika Eilles;0 Cardinal Street;41;-7
49508454P;YoqEdn;Roma Reoch;24 Eagle Crest Street;40;0
49516141O;cS7ct7;Nixie Grute;3 Mcguire Way;36;-7
49529477N;LIcSauuQ;Ronica Grube;8 Sullivan Trail;42;1
49534964S;9fXnIOFMQn5;Regina Morot;747 Ridgeway Center;37;-7
49542580N;3tISNz5wOee;Francesca Huntress;1 Manufacturers Lane;42;-8
49553082N;KJCphXNj;Sandro Kaser;0133 Derek Avenue;42;-8
49556388G;TUTohfsNSS;Elie Pyne;09 Schlimgen Alley;42;-3
49557374C;jX6kVKgmY1;Taber Jouaneton;0315 Jenna Junction;43;1
49577832R;pWj2f2J;Abbott Kasman;82612 Shelley Center;39;-6
49605215K;J4EoWpEt;Garik Tallach;2964 Carey Street;38;0
49611256Y;9HApki;Vanya Alexandrescu;27 Northland Road;38;-1
49612544Q;nH9IGf19S;Maddie Goudman;74956 Little Fleur Plaza;39;-2
49634061T;hqGt8YhOsCb;Jamaal Tetley;9462 Quincy Hill;40;0
49664911R;S4DFmlH4Q;Latisha Peace;2 Esch Street;43;-3
49670139A;B2Ox9uybF;Gaby Koenraad;235 Crowley Lane;42;0
49695822N;V4IIY9;Salomi Selly;1300 Debs Center;36;-1
49714515N;O9Zms0jyef;Michaeline Smallcombe;3957 Merry Park;42;-8
49723755P;F7ffmm9ADp;Thekla Ventum;973 Dovetail Court;41;-3
49728987Z;p7krF4A;Cinda Doog;06 Dottie Road;36;-8
49759627B;R6rxkzxZAq;Adolphus Bowering;6274 Sunbrook Road;42;-3
49778661C;HxLUP53X;Becky Peskett;6099 Northland Place;36;-7
49792745G;Y2pBOS2;Rivy Jaskiewicz;98 Cambridge Court;39;-2
49804659B;mWzWHX;Christabella Ghest;8955 Fulton Trail;37;-6
49829776F;co045k;Mame Kock;101 Hoepker Point;42;0
49833604Q;0fMLa6aH;Christy Pikesley;992 Loftsgordon Drive;36;0
49834564E;UqFw1SQy;York Elliston;02 Anzinger Trail;42;-3
49852924U;PLxEYhDlpZl;Jandy Rayhill;40 Park Meadow Point;40;-9
49858632U;8riBC2YjNG;Lavina Court;12 Dakota Way;40;-6
49876327D;ueB5lxj7js;Dasi Tott;09583 Anthes Lane;40;1
49885039W;lePpUUZ;Marijo Cod;74510 Sunfield Avenue;37;-9
49894565O;mMtB9S6iEma;Jeremiah Chapple;0300 Park Meadow Lane;36;-7
49905590J;SK91TpUvh;Raymund Clacson;6990 Bobwhite Terrace;41;-1
49916959J;xGItdOObH3S;Oliviero Janak;96 Hoffman Parkway;39;3
49923655U;r3eopHBLO;Delbert Bellenger;44415 Oneill Center;38;-2
49925368P;O6PQXPyNKxgl;Forbes Troy;0988 2nd Place;39;1
49931605B;QI3Ivw;Fons Leadbetter;1 Holmberg Park;36;-6
49932753K;TEePASjzQUMM;Adolphus Edgeon;74690 Ilene Avenue;36;-2
49939452W;vyVH9PYbe;Ulla Flay;107 Thackeray Street;40;-5
49960877V;Zslt8Fg;Livvie Oldford;6925 Macpherson Pass;43;0
49984333F;FTHgRDP3;Mariele Lamborn;71 Little Fleur Drive;37;1
49989626K;VVrRjT0aO0o;Alysa Leadbeater;8592 Scofield Alley;39;2
49995207K;5v2c62;Ede Domsalla;31058 Comanche Crossing;38;-1
49998332B;hmLVIUIiqFG;Maire Cradick;7 Waywood Place;37;-7
50009243G;VoFgp4PqgAv;Stanford Wonter;7 Mosinee Crossing;43;-3
50012480M;iPplngyAI;Thatch Baird;41 Hauk Crossing;37;-3
50021622W;37REoG;Ernestus Mattheissen;8 Banding Hill;38;0
50025605K;gEEon0;Lynnet Kydd;4 Hollow Ridge Street;38;1
50045676D;MjzbP1UVtt0f;Pavia Parley;63378 Loomis Drive;42;-6
50046446I;mfDUmFLsI;Florella Matt;339 Northview Avenue;38;3
50057162C;LjOwYT1wUux3;Coriss Signorelli;13 Cottonwood Junction;36;-8
50062164G;0gvLXOH8Fr;Addia Havard;2382 Hoepker Parkway;36;-7
50097479O;d1hhITeo5;Ardenia Cator;609 Pond Lane;36;-7
50114008D;RANAGZY4;Druci Quakley;386 Fairview Trail;36;-1
50133806U;8h55hFM;Halsey Lougheed;203 Buhler Center;36;-9
50135548R;FG1odRQg3uL;Patin Firk;31832 Forster Terrace;38;-0
50135638V;2HlgC23qw;Yalonda Quipp;9 Muir Terrace;38;-8
50135948R;ugGocrw00M;Brinna Keyworth;402 Springs Crossing;40;-6
50138955U;oYAJqj0S;Emlynne Charlwood;96 Magdeline Point;37;-1
50141037J;a1lw5V;Barn Shawdforth;06095 Golf View Alley;38;3
50161539D;0RDztPZ7N;Myrtie Thrasher;57 Wayridge Trail;42;-1
50176636K;I8l412zGs1Ua;Drugi Mitro;864 Bonner Parkway;39;-6
50179595B;zrYGhWqg7VGu;Denni Garroway;76814 Lakewood Gardens Crossing;41;-5
50193887P;uyoSe2;Harmonia Chastan;8300 Marcy Avenue;39;-2
50202010C;jLIe52;Emelda Raincin;3179 Summer Ridge Junction;41;-4
50204802X;N86QOOPiInr;Binnie MacCrann;5 Farmco Avenue;38;-7
50209333M;qfB8UoL0G;Al Stell;9357 Daystar Road;42;-7
50216349D;pmUdvdCu5Y;Johnnie Pywell;60673 Lillian Alley;40;-8
50233375T;mF0MsHA;Linn Rowntree;6733 Thompson Road;37;-4
50242020X;jbZTtC;Barron Vasilik;65 Eliot Parkway;37;-3
50251819W;5Gz4yWO;Hyacinthia Mewis;76 Meadow Ridge Center;37;0
50290554Z;GRGen9p0Mhi;Georgeta Wilmore;70 Northwestern Alley;36;-3
50294250Z;28jBEg;Sapphire Riepl;0903 Rieder Parkway;39;-8
50295303B;jpXiCr0Lp;Tess Elliff;343 Buhler Drive;40;-9
50308819K;mcgZOPYA6;Bette-ann Bernardoux;2137 Oxford Alley;36;-3
50312042Q;vI2T7dHaY;Cort Bampfield;7668 Manitowish Center;38;0
50338007N;Lcgxs7z;Thomasina Peacop;14 Service Hill;40;3
50349041L;nqOTyCT;Noland MacGilmartin;95468 Michigan Way;38;-7
50375075R;PUnpcjGBhZP;Shell Denniston;324 Maryland Hill;38;0
50408777O;hhoPBBXfE;Latashia Mirfield;93 Ryan Avenue;37;-1
50414501R;rjElrTahB2dY;Domenic Dranfield;5721 Starling Crossing;36;-7
50423123F;pjgljn2p;Roslyn Abrashkin;8 7th Trail;35;-1
50434261D;z1ccBPP6Cj8G;Ole Gaenor;2 Onsgard Court;37;-6
50442311A;x8lRz48UxHeP;Ernestus Merwede;483 Bunting Lane;40;2
50444696N;eVsXHaN;Stephannie Egdal;26 La Follette Pass;38;-1
50450840W;FCZlTwpYv;Garwood Kintish;0654 Erie Alley;38;-3
50458192R;tcDX8M4fZdF4;Renaldo Lippini;70 5th Pass;40;-5
50467589U;OfB0KC;Lorinda Emerton;1693 Garrison Center;38;-9
50471069X;76eHntDfO3;Marilyn Kench;50 Buhler Circle;38;-6
50471510Y;v6v7ANuz;Carter Moynihan;11704 Evergreen Junction;42;-2
50485757J;2dQLRik;Rori Phythien;9 New Castle Center;39;-1
50492044I;O8dTPsfF;Forbes Albarez;4 Boyd Lane;40;-3
50495039Q;6JLtfHa;Lazare Cutting;2 Nobel Trail;36;-0
50498489I;FgbnEGxjKmiV;Ira Witchell;89314 Oxford Place;35;-5
50502514X;z60igFBtM;Anastassia Arnholtz;85 Colorado Park;38;1
50505751N;8e4GsiPK;Libbi Krause;822 Wayridge Pass;38;-6
50518081G;bJ3jZnPK8;Egbert Blacklock;48269 Transport Park;42;-0
50523488R;MYj04Zg;Melly Morston;72930 Banding Park;37;-6
50542570M;aZyMguX6Z;Meggi Behling;94592 Weeping Birch Terrace;37;-3
50547878C;kyTbl6Dt3;Bunni Dhennin;69 Anthes Parkway;43;-0
50561368M;PuDYDkf;Jeralee Liffey;00836 Dawn Parkway;39;0
50566028I;1pBSYsRLDWNF;Gordon Hauxley;629 Trailsway Court;39;-5
50570597T;I1j7VPrUEdI;Maurie Dendon;59 Kedzie Place;42;3
50580794O;LYmTqtICY7l;Ardelis Galtone;459 Erie Terrace;36;0
50609112C;q9jr8C;Monika Howden;2 Schurz Park;39;-7
50673020T;0iiue56bU;Anatola Beldum;000 Corry Road;38;2
50695064Q;sWv5sP2;Arline Holt;507 Evergreen Junction;38;-4
50696406H;Qxc2WhA5j;Trent Boyn;24 Shopko Trail;38;2
50713221O;09iQnO;Kathi Rhelton;933 Haas Way;40;-4
50719140W;XoqkBa;Richmound Dunabie;14168 1st Court;36;-4
50729101Z;CN1j9lQHW;Taffy Hearsey;4 Montana Circle;37;-4
50737761F;yOMGguFJIRC;Andreas Baggalley;2 East Plaza;41;-3
50751697Y;36o9cue1;Abigael Ditchfield;1 Eastwood Trail;41;-9
50752694P;KLHZH6622n;Kellie Jepps;6 Northland Center;42;3
50755107W;x4ocrkxpl;Marshall Schultz;3927 Continental Center;38;2
50761422J;w9sIFryFE;Harbert Imms;5746 Bartillon Parkway;42;-9
50767230B;9KSWXoU;Sutton Siggery;01701 Loftsgordon Point;39;-8
50770347O;cJhwziGvf4;Geordie Juszczak;9922 Novick Alley;40;0
50802600H;ZXrGfCyMUdR;Ruby Lowcock;6 Fallview Point;37;-6
50826281I;ZtKIQFqYC68I;Sanson Hobbert;4 Morning Park;41;-3
50843505G;tlEWpMxfJoVK;Jan Sauvain;76528 Scoville Pass;43;0
50852838B;uV4m9r;Ezri Sineath;65035 Morning Point;38;-3
50876615L;F0B5rcEJ9u;Gilberto Ewington;35848 Independence Road;37;2
50888330G;dpraiyaN;Levin Kobes;000 Mandrake Lane;39;-7
50917738Q;9Cknlcn4097;Milzie Shere;980 Lakeland Street;36;-8
50930955D;w85ZEP8Kp;Jacquelynn Biernat;31787 Colorado Road;42;-6
50956525P;tkfkmbvxA5T;Rosabella Comolli;444 Muir Point;38;-2
50970658H;tkoi7waj;Irene Breakwell;433 Merry Park;41;0
50974415W;tVXM4z3P3dD;Lorrie Triggel;9 Village Green Pass;36;-0
